SET,Treatment,Colony,Emigration,Leader,Follower,Time_Start,Time_Stop,Leaves_From,Arrives_at,Target,Success_or_Fail_or_Switch,BREAK_UP,X,Y,Nth_Tandem,Leader_Consist_Lead,Follower_Consist_Foll
1,Control,1_3,3,RYGG,GGWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2
1,Control,1_3,3,RWYG,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,3
1,Control,1_3,3,BWPR,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,2
1,Control,1_3,3,RBGR,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,2
1,Control,1_3,4,RWYG,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2
1,Control,1_3,4,RWYG,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2
1,Control,1_3,4,RWYG,YPRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2
1,Control,1_3,4,RWYG,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
1,Control,1_3,4,YWWW,GBPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
1,Control,1_3,4,RWYG,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2
1,Control,1_3,4,WGPW,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2
1,Control,1_3,4,GGWB,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,3
1,Control,1_3,4,SAME,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,2
1,Control,1_3,4,BBWP,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,2
1,Control,1_3,4,YWWW,BWPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,4
1,Control,1_3,4,BBWP,PPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,1
1,Control,1_3,4,GPWR,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,2
1,Control,1_3,4,YWWW,RPPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,3
1,Control,1_3,4,BBWP,GBPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,3
1,Control,1_3,4,WRYP,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,3
1,Control,1_3,4,WGPW,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,3
1,Control,1_3,4,WRYP,BPGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,2
1,Control,1_3,4,GPWR,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,4
1,Control,1_3,4,BBWP,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,3
1,Control,1_3,4,WGPW,RYRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,3
1,Control,1_3,4,YWWW,WRPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,2
1,Control,1_3,4,GGWB,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,1
1,Control,1_3,4,SAME,PPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3,1
1,Control,1_3,4,SAME,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3,2
1,Control,1_3,4,BBWP,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,3
1,Control,1_3,4,SAME,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,2
1,Control,1_3,4,GPWR,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,2
1,Control,1_3,4,SAME,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3,3
1,Control,1_3,4,WRYP,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,2
1,Control,1_3,4,SAME,BWPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3,4
1,Control,1_3,4,RWYG,PPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,1
1,Control,1_3,4,SAME,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3,2
1,Control,1_3,4,RBGR,WRPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,4,2
1,Control,1_3,4,WGPW,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,2
1,leaders_removed,1_3,5,PGRR,YPRP,12:16:17,12:21:37,o,NA,Left,Fail,41.13,13,41,1,0,2
1,leaders_removed,1_3,5,RYRY,RPPW,13:57:48,13:59:23,o,NA,Left,Fail,30.32,32,30,2,1,3
1,leaders_removed,1_3,5,RGRB,GBPB,13:59:18,14:08:20,o,l,Left,Success,NA,18,9,3,0,3
1,leaders_removed,1_3,5,RGRB,YPRP,14:12:12,14:13:49,o,NA,Left,Fail,10.23,23,10,4,0,2
1,leaders_removed,1_3,5,YRBG,GBPB,14:31:01,14:33:15,o,NA,Left,Fail,37.37,37,37,5,0,3
1,leaders_removed,1_3,5,RPPW,YPRP,14:37:47,14:38:52,o,NA,Left,Fail,30.34,34,30,6,1,2
1,leaders_removed,1_3,5,YRBG,GBPB,13:01:07,13:04:49,o,l,Left,Success,NA,18,9,7,0,3
1,leaders_removed,1_3,5,WRYP,RGRB,13:07:05,13:11:37,o,r,Right,Success,NA,58,9,8,1,3
1,leaders_removed,1_3,5,YRBG,PRPB,13:14:19,13:17:12,o,NA,Left,Fail,11.2,2,11,9,0,2
1,leaders_removed,1_3,5,WRYP,YPRP,13:16:22,13:33:10,o,l,Left,Success,NA,18,9,10,1,2
1,leaders_removed,1_3,5,RGRB,GBPB,13:18:29,13:23:29,o,r,Right,Success,NA,58,9,11,0,3
1,leaders_removed,1_3,5,RGRB,GGBG,13:33:03,13:39:46,o,NA,Left,Fail,21.31,31,21,12,0,0
1,leaders_removed,1_3,5,WRYP,YRBG,13:39:59,13:42:20,o,l,Left,Success,NA,18,9,13,1,3
1,leaders_removed,1_3,5,RGRB,BPGG,13:48:54,13:54:01,o,l,Left,Success,NA,18,9,14,0,2
1,Control,1_4,1,PGPP,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1
1,Control,1_4,1,PGPP,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3
1,Control,1_4,1,PGPP,YRYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4
1,Control,1_4,1,PGPP,PWBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1
1,Control,1_4,1,YRYW,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2
1,Control,1_4,1,YRYW,WYYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4
1,Control,1_4,1,RBGR,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4
1,Control,1_4,1,PGPP,RBPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,1
1,Control,1_4,1,YYYR,QUEE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,2
1,Control,1_4,1,RBGR,GBYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,1
1,Control,1_4,1,PGPP,WRPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,2
1,Control,1_4,1,YYYR,YBWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,1
1,Control,1_4,1,RBGR,BWPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,1
1,Control,1_4,1,PGPP,GGWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,1
1,Control,1_4,1,RBGR,YPRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,1
1,Control,1_4,1,RBGR,YBWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,1
1,Control,1_4,1,YYYR,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,3
1,Control,1_4,1,WYYG,RBPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,1
1,Control,1_4,1,YYYR,QUEE,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2
1,Control,1_4,1,YYYR,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,2
1,Control,1_4,1,SAME,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,4
1,Control,1_4,1,RRGW,WPWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,2
1,Control,1_4,1,PGPP,GYGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1
1,Control,1_4,1,YYYR,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,3
1,Control,1_4,1,YYYR,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,2
1,Control,1_4,1,YYYR,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,3
1,Control,1_4,2,PGPP,YRYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4
1,Control,1_4,2,PGPP,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1
1,Control,1_4,2,PGPP,WYYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4
1,Control,1_4,2,WWPG,YRYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4
1,Control,1_4,2,RBGR,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3
1,Control,1_4,2,RBGR,RPPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2
1,Control,1_4,2,WWPG,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4
1,Control,1_4,2,WWPG,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2
1,Control,1_4,2,PGPP,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,4
1,Control,1_4,2,WWPG,RPPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,2
1,Control,1_4,2,PGPP,WYYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,4
1,Control,1_4,2,SAME,QUEE,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,2
1,Control,1_4,2,WWPG,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,4
1,Control,1_4,2,PGPP,YRYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,4
1,Control,1_4,2,SAME,RPPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,2
1,Control,1_4,2,RBGR,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,4
1,Control,1_4,2,PGPP,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,3
1,Control,1_4,2,SAME,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,1
1,Control,1_4,2,WWPG,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,3
1,Control,1_4,2,WRYP,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,1
1,Control,1_4,2,WWPG,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,3
1,Control,1_4,2,YRYW,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,1
1,Control,1_4,2,WRYP,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,3
1,Control,1_4,2,WWPG,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,4
1,Control,1_4,2,WRYP,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,3
1,Control,1_4,2,SAME,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,3
1,Control,1_4,2,RGBP,QUEE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,2
1,Control,1_4,3,WRYP,YRYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4
1,Control,1_4,3,RBGR,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3
1,Control,1_4,3,WRYP,RPPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
1,Control,1_4,3,RBGR,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
1,Control,1_4,3,WRYP,BPPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2
1,Control,1_4,3,PGPP,WYYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4
1,Control,1_4,3,RBGR,YRYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4
1,Control,1_4,3,RPPW,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,4
1,Control,1_4,3,SAME,GGBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,1
1,Control,1_4,3,SAME,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,4
1,Control,1_4,3,RPPW,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,4
1,Control,1_4,3,PGPP,WPWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,2
1,Control,1_4,3,WYYG,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,4
1,Control,1_4,3,PGPP,GGBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,1
1,Control,1_4,3,RPPW,YRYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,4
1,Control,1_4,3,PGPP,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,3
1,Control,1_4,3,RPPW,YRYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,4
1,Control,1_4,3,PGPP,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,4
1,Control,1_4,3,RRGW,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,3
1,Control,1_4,3,RPPW,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,3
1,Control,1_4,3,WRYP,WPWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,2
1,Control,1_4,3,RRGW,GRBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,1
1,Control,1_4,4,PGPP,BPPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2
1,Control,1_4,4,PGPP,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4
1,Control,1_4,4,SAME,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2
1,Control,1_4,4,RPPW,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3
1,Control,1_4,4,SAME,WYYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
1,Control,1_4,4,PGPP,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4
1,Control,1_4,4,PGPP,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,3
1,Control,1_4,4,RPPW,WYYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,4
1,Control,1_4,4,SAME,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,3
1,Control,1_4,4,SAME,WRPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,2
1,Control,1_4,4,PGPP,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,4
1,Control,1_4,4,PGPP,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,3
1,Control,1_4,4,SAME,BPPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,2
1,Control,1_4,4,RRGW,WYYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,4
1,Control,1_4,4,RBGR,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,3
1,Control,1_4,4,BPPP,YRYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,4
1,Control,1_4,4,BPPP,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,3
1,Control,1_4,4,BPPP,YBRG,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,1
1,followers_removed,1_4,5,PGPP,BWPR,12:52:30,13:02:28,o,r,Right,Success,NA,58,9,1,4,1
1,followers_removed,1_4,5,PGPP,PGRR,13:55:23,14:06:06,o,r,Right,Success,NA,58,9,2,4,0
1,followers_removed,1_4,5,RBGR,YYYR,13:57:32,14:06:08,o,r,Right,Success,NA,58,9,3,4,2
1,followers_removed,1_4,5,PGPP,RPPW,14:12:16,14:22:53,o,29.55,NA,Switch,NA,NA,NA,4,4,2
1,followers_removed,1_4,5,RBGR,GBWW,14:16:26,14:21:55,o,r,Right,Success,NA,58,9,5,4,0
1,followers_removed,1_4,5,PGPP,YYYR,14:29:54,14:37:15,o,NA,Right,Fail,37.43,43,37,6,4,2
1,followers_removed,1_4,5,PGPP,GPWR,14:49:09,15:01:16,o,NA,Right,Fail,39.39,39,39,7,4,0
1,followers_removed,1_4,5,PGPP,PPBP,15:02:04,15:04:15,o,NA,Right,Fail,35.55,55,35,8,4,0
1,followers_removed,1_4,5,PGPP,WRGB,15:14:27,15:16:01,o,27.34,NA,Switch,NA,NA,NA,9,4,0
1,followers_removed,1_4,5,PGPP,YYYR,15:16:01,15:37:28,27.34,r,Right,Switch,NA,58,9,10,4,2
1,followers_removed,1_4,5,RPPW,GPBY,15:19:01,15:23:26,o,NA,Left,Fail,28.36,36,28,11,2,0
1,followers_removed,1_4,5,RPPW,BWPR,15:41:31,15:44:02,o,NA,Right,Fail,24.57,57,24,12,2,1
1,followers_removed,1_4,5,RBGR,PGRR,12:57:51,13:01:08,o,NA,Right,Fail,23.65,65,23,13,4,0
1,followers_removed,1_4,5,PGPP,RBGR,15:45:39,15:53:48,o,r,Right,Success,NA,58,9,14,4,3
1,followers_removed,1_4,5,RPPW,BWPR,16:02:16,16:05:13,o,NA,Right,Fail,24.45,45,24,15,2,1
1,followers_removed,1_4,5,RPPW,PGPP,16:22:39,16:31:15,o,NA,Right,Fail,16.52,52,16,16,2,0
1,followers_removed,1_4,5,RPPW,WRGB,12:58:10,13:00:16,o,NA,Right,Fail,26.46,46,26,17,2,0
1,followers_removed,1_4,5,PGPP,GBPB,13:12:56,13:19:50,o,l,Left,Success,NA,18,9,18,4,0
1,followers_removed,1_4,5,RPPW,WRGB,13:23:33,13:25:40,o,NA,Right,Fail,25.58,58,25,19,2,0
1,followers_removed,1_4,5,RBGR,GRBB,13:25:57,13:30:31,o,NA,Right,Fail,4.59,59,4,20,4,1
1,followers_removed,1_4,5,PGPP,PYWR,13:27:30,13:34:38,o,NA,Right,Fail,6.76,76,6,21,4,0
1,followers_removed,1_4,5,RBGR,WRGB,13:41:35,13:52:21,o,r,Right,Success,NA,58,9,22,4,0
1,followers_removed,1_4,5,PGPP,PGRR,13:41:39,13:48:13,o,r,Right,Success,NA,58,9,23,4,0
2,Control,2_1,1,BBYG,YPRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3
2,Control,2_1,1,BWRY,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3
2,Control,2_1,1,BWRY,RGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
2,Control,2_1,1,BWRY,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4
2,Control,2_1,1,BWRY,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
2,Control,2_1,1,YPRP,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4
2,Control,2_1,1,RBGR,WYBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,3
2,Control,2_1,1,BWRY,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2
2,Control,2_1,1,RGBP,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,4
2,Control,2_1,1,PWRP,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,3
2,Control,2_1,1,RBGR,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,3
2,Control,2_1,1,YPRP,PYWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,2
2,Control,2_1,1,PWRP,BYYB,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,2
2,Control,2_1,1,RGBP,PYGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,3
2,Control,2_1,1,RGBP,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,2
2,Control,2_1,1,BYYB,GRRW,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,3
2,Control,2_1,1,YPRP,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,3
2,Control,2_1,1,BYYB,GRRW,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,3
2,Control,2_1,1,BBYG,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,4
2,Control,2_1,1,GRYG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,2
2,Control,2_1,1,GGYY,GRRW,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,3
2,Control,2_1,1,YPRP,GGWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,4
2,Control,2_1,1,PYWR,WRWG,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,3
2,Control,2_1,1,RBGR,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,4
2,Control,2_1,1,RRGW,PYWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3,2
2,Control,2_1,1,GRRW,PPBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,4
2,Control,2_1,1,WYBW,PWBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,2
2,Control,2_1,2,BYYB,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3
2,Control,2_1,2,GRRW,PYWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2
2,Control,2_1,2,SAME,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4
2,Control,2_1,2,BYYB,YPRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
2,Control,2_1,2,BWPR,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2
2,Control,2_1,2,GRRW,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4
2,Control,2_1,2,YPRP,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4
2,Control,2_1,2,GRRW,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,3
2,Control,2_1,2,GGWB,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,3
2,Control,2_1,2,BYYB,PYWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,2
2,Control,2_1,2,YPRP,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,2
2,Control,2_1,2,GRRW,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,3
2,Control,2_1,2,GGWB,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,4
2,Control,2_1,2,GRRW,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,3
2,Control,2_1,2,BYYB,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,2
2,Control,2_1,2,BYYB,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,3
2,Control,2_1,2,GRRW,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,4
2,Control,2_1,2,GRRW,PPBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,4
2,Control,2_1,2,GRRW,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,3
2,Control,2_1,2,BYYB,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,2
2,Control,2_1,2,GRRW,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,3
2,Control,2_1,2,BYYB,PYWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,2
2,Control,2_1,2,GRRW,PPBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,4
2,Control,2_1,2,BYYB,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,2
2,Control,2_1,2,BYYB,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,4,3
2,Control,2_1,2,GRRW,PPBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,4
2,Control,2_1,2,GRRW,YPRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,3
2,Control,2_1,2,GRRW,PYWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,2
2,Control,2_1,2,YPRP,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,3
2,Control,2_1,2,SAME,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,2
2,Control,2_1,2,BYYB,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,3
2,Control,2_1,2,YPRP,PPBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,4
2,Control,2_1,2,BYYB,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,3
2,Control,2_1,2,PPBP,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,3,3
2,Control,2_1,2,BBYG,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,3
2,Control,2_1,2,BYYB,PYWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,2
2,Control,2_1,2,PPBP,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,3,4
2,Control,2_1,2,BBYG,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3,4
2,Control,2_1,2,RBGR,GGWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4,4
2,Control,2_1,2,SAME,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,4
2,Control,2_1,2,SAME,WBRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2,3
2,Control,2_1,3,GRRW,BWRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3
2,Control,2_1,3,GRRW,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3
2,Control,2_1,3,BWRY,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
2,Control,2_1,3,PWRP,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
2,Control,2_1,3,BWRY,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4
2,Control,2_1,3,BYYB,WBRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3
2,Control,2_1,3,GRRW,WYBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,3
2,Control,2_1,3,BWRY,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,4
2,Control,2_1,3,RBGR,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,4
2,Control,2_1,3,BWRY,PYGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,3
2,Control,2_1,3,RRGW,GRRW,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,3
2,Control,2_1,3,GGYY,WBRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,3
2,Control,2_1,3,YPRP,GGWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,4
2,Control,2_1,3,BWRY,PYGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,3
2,Control,2_1,3,GRYG,PPBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,4
